hourOfDay,dayOfWeek,bayOccupied,recentAvgCurrent,sessionElapsedMin,historicalArrivalRate,arrivedWithinWindow,actualDurationMin
14,1,0,0.0,0.0,0.3,0,0.0
8,3,0,0.0,0.0,0.65,1,0.0
4,4,0,0.0,0.0,0.05,0,0.0
8,0,0,0.0,0.0,0.55,0,0.0
21,0,0,0.0,0.0,0.5,0,0.0
12,1,0,0.0,0.0,0.3,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
11,4,0,0.0,0.0,0.3,0,0.0
0,3,0,0.0,0.0,0.05,1,0.0
12,0,0,0.0,0.0,0.3,0,0.0
20,3,1,16.71,52.4,0.6,0,656.0
14,5,0,0.0,0.0,0.3,0,0.0
23,4,0,0.0,0.0,0.2,0,0.0
5,0,0,0.0,0.0,0.05,0,0.0
14,0,0,0.0,0.0,0.3,0,0.0
21,4,1,16.33,21.7,0.6,1,316.6
20,0,0,0.0,0.0,0.5,1,0.0
19,0,1,16.66,0.1,0.5,0,669.5
10,0,1,16.2,15.5,0.55,1,740.1
2,4,0,0.0,0.0,0.05,0,0.0
12,6,1,24.51,50.1,0.3,0,269.8
21,0,1,17.73,58.2,0.5,0,164.3
9,2,1,10.81,7.2,0.65,1,469.6
16,6,0,0.0,0.0,0.3,1,0.0
14,6,0,0.0,0.0,0.3,1,0.0
16,1,1,22.31,44.9,0.3,0,292.8
5,2,0,0.0,0.0,0.05,0,0.0
20,5,1,24.75,14.5,0.6,1,97.6
2,5,0,0.0,0.0,0.05,0,0.0
12,2,0,0.0,0.0,0.3,1,0.0
10,4,1,8.42,22.4,0.65,1,416.9
2,3,0,0.0,0.0,0.05,0,0.0
11,2,0,0.0,0.0,0.3,0,0.0
22,6,1,18.14,0.6,0.2,0,425.9
10,2,1,19.04,170.4,0.65,0,0.0
3,6,0,0.0,0.0,0.05,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
21,3,1,11.0,0.4,0.6,0,762.1
15,2,1,18.42,12.7,0.3,1,275.3
3,0,0,0.0,0.0,0.05,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
6,0,0,0.0,0.0,0.2,1,0.0
2,2,0,0.0,0.0,0.05,0,0.0
13,0,0,0.0,0.0,0.3,1,0.0
19,4,1,16.06,48.1,0.6,0,690.0
4,1,0,0.0,0.0,0.05,0,0.0
23,4,1,12.18,25.4,0.2,0,486.0
11,1,0,0.0,0.0,0.3,1,0.0
6,6,0,0.0,0.0,0.2,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
19,6,1,18.98,10.3,0.5,1,481.8
3,1,0,0.0,0.0,0.05,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
3,2,0,0.0,0.0,0.05,0,0.0
20,3,1,9.5,1.7,0.6,0,1107.6
21,5,1,11.65,162.7,0.6,0,869.0
21,6,1,11.66,16.7,0.5,0,505.2
12,6,0,0.0,0.0,0.3,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
15,2,0,0.0,0.0,0.3,0,0.0
15,5,0,0.0,0.0,0.3,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
1,6,0,0.0,0.0,0.05,0,0.0
9,5,1,19.88,41.4,0.65,0,409.0
18,3,0,0.0,0.0,0.6,1,0.0
1,6,0,0.0,0.0,0.05,0,0.0
0,6,0,0.0,0.0,0.05,0,0.0
16,1,0,0.0,0.0,0.3,1,0.0
12,5,1,19.21,172.8,0.3,0,67.6
15,6,0,0.0,0.0,0.3,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
3,1,1,17.94,68.6,0.05,0,520.5
3,2,0,0.0,0.0,0.05,0,0.0
0,0,0,0.0,0.0,0.05,0,0.0
4,2,0,0.0,0.0,0.05,0,0.0
15,5,0,0.0,0.0,0.3,0,0.0
10,1,0,0.0,0.0,0.65,1,0.0
11,6,1,20.99,76.3,0.3,0,342.3
22,2,0,0.0,0.0,0.2,0,0.0
18,1,1,15.78,8.0,0.6,1,413.8
16,5,1,15.04,59.4,0.3,0,468.5
0,5,0,0.0,0.0,0.05,0,0.0
21,4,1,13.76,10.3,0.6,1,730.4
21,4,1,17.36,14.6,0.6,0,512.1
7,1,0,0.0,0.0,0.2,0,0.0
1,5,0,0.0,0.0,0.05,0,0.0
8,4,1,12.81,39.3,0.65,1,918.8
2,1,0,0.0,0.0,0.05,0,0.0
21,1,1,16.15,3.6,0.6,1,679.4
8,5,1,24.18,27.6,0.65,0,422.1
14,2,0,0.0,0.0,0.3,0,0.0
15,5,1,19.08,14.2,0.3,1,199.8
18,1,1,18.39,42.6,0.6,0,486.9
0,0,0,0.0,0.0,0.05,0,0.0
8,3,0,0.0,0.0,0.65,1,0.0
8,4,1,21.2,60.5,0.65,1,398.1
17,2,0,0.0,0.0,0.3,1,0.0
20,6,0,0.0,0.0,0.5,0,0.0
3,4,0,0.0,0.0,0.05,0,0.0
18,3,1,13.99,45.7,0.6,0,405.5
14,3,1,17.05,12.8,0.3,1,367.3
1,2,0,0.0,0.0,0.05,0,0.0
0,2,0,0.0,0.0,0.05,0,0.0
22,1,0,0.0,0.0,0.2,0,0.0
3,2,0,0.0,0.0,0.05,0,0.0
2,1,0,0.0,0.0,0.05,0,0.0
13,2,0,0.0,0.0,0.3,0,0.0
5,2,0,0.0,0.0,0.05,0,0.0
0,5,0,0.0,0.0,0.05,1,0.0
20,1,1,9.54,12.8,0.6,0,657.3
17,1,0,0.0,0.0,0.3,0,0.0
12,3,0,0.0,0.0,0.3,0,0.0
10,5,1,7.86,10.6,0.65,1,1437.0
17,0,1,19.16,7.8,0.3,0,348.2
18,2,0,0.0,0.0,0.6,1,0.0
11,3,0,0.0,0.0,0.3,0,0.0
20,4,1,17.36,79.4,0.6,1,232.2
22,4,0,0.0,0.0,0.2,0,0.0
9,1,0,0.0,0.0,0.65,0,0.0
20,4,1,17.47,36.3,0.6,0,365.2
11,6,0,0.0,0.0,0.3,0,0.0
21,0,1,14.75,50.4,0.5,1,631.5
15,6,0,0.0,0.0,0.3,0,0.0
20,1,1,7.75,70.1,0.6,1,1084.3
9,2,1,18.2,19.7,0.65,1,570.8
10,5,1,20.8,12.6,0.65,0,542.0
14,0,0,0.0,0.0,0.3,0,0.0
9,6,0,0.0,0.0,0.55,1,0.0
1,2,0,0.0,0.0,0.05,0,0.0
15,6,1,12.84,41.9,0.3,0,510.5
23,1,0,0.0,0.0,0.2,1,0.0
16,2,1,15.82,31.9,0.3,0,584.6
10,1,1,12.94,0.5,0.65,1,254.3
21,0,1,10.72,18.3,0.5,0,383.2
14,2,1,15.19,23.7,0.3,0,348.7
15,1,1,17.98,94.4,0.3,0,205.2
17,1,0,0.0,0.0,0.3,0,0.0
19,4,1,16.18,17.4,0.6,0,580.5
7,2,0,0.0,0.0,0.2,0,0.0
19,2,1,18.61,55.5,0.6,1,362.3
1,4,0,0.0,0.0,0.05,1,0.0
3,0,0,0.0,0.0,0.05,0,0.0
12,5,0,0.0,0.0,0.3,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
6,3,1,11.45,99.5,0.2,0,173.9
2,4,0,0.0,0.0,0.05,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
9,4,1,11.64,14.2,0.65,0,1042.3
11,1,0,0.0,0.0,0.3,1,0.0
16,1,0,0.0,0.0,0.3,0,0.0
22,1,0,0.0,0.0,0.2,0,0.0
5,0,0,0.0,0.0,0.05,0,0.0
0,5,0,0.0,0.0,0.05,0,0.0
13,4,0,0.0,0.0,0.3,0,0.0
9,6,0,0.0,0.0,0.55,0,0.0
22,6,1,12.86,4.2,0.2,0,264.1
0,4,0,0.0,0.0,0.05,1,0.0
20,2,0,0.0,0.0,0.6,1,0.0
13,1,0,0.0,0.0,0.3,0,0.0
13,2,0,0.0,0.0,0.3,0,0.0
6,4,0,0.0,0.0,0.2,0,0.0
10,0,1,19.03,3.1,0.55,1,567.0
2,6,1,18.45,23.8,0.05,0,688.7
18,5,1,18.49,16.9,0.6,0,361.3
10,1,1,21.32,44.1,0.65,1,125.8
3,4,0,0.0,0.0,0.05,0,0.0
1,1,0,0.0,0.0,0.05,0,0.0
15,2,0,0.0,0.0,0.3,0,0.0
1,6,0,0.0,0.0,0.05,0,0.0
4,2,0,0.0,0.0,0.05,0,0.0
21,0,1,19.75,126.6,0.5,0,316.8
11,4,1,14.58,46.5,0.3,0,131.1
18,0,0,0.0,0.0,0.5,1,0.0
14,3,1,15.28,39.0,0.3,0,450.8
5,2,0,0.0,0.0,0.05,0,0.0
12,4,0,0.0,0.0,0.3,0,0.0
1,3,0,0.0,0.0,0.05,0,0.0
11,2,1,10.93,1.5,0.3,0,709.0
19,3,1,17.77,52.8,0.6,0,378.8
23,6,1,16.01,10.1,0.2,0,394.3
22,0,0,0.0,0.0,0.2,0,0.0
13,3,1,18.92,25.7,0.3,1,256.9
10,1,1,17.26,10.7,0.65,1,544.6
9,3,1,18.17,34.0,0.65,1,57.2
9,6,1,11.13,19.6,0.55,1,513.4
3,6,0,0.0,0.0,0.05,0,0.0
23,6,0,0.0,0.0,0.2,1,0.0
22,2,0,0.0,0.0,0.2,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
23,2,1,17.25,8.6,0.2,0,195.3
9,4,1,15.85,27.6,0.65,0,283.5
7,0,0,0.0,0.0,0.2,0,0.0
22,6,0,0.0,0.0,0.2,0,0.0
7,3,1,18.99,33.3,0.2,0,352.1
6,0,0,0.0,0.0,0.2,0,0.0
22,6,0,0.0,0.0,0.2,0,0.0
7,4,0,0.0,0.0,0.2,0,0.0
5,2,0,0.0,0.0,0.05,0,0.0
13,6,0,0.0,0.0,0.3,0,0.0
7,0,0,0.0,0.0,0.2,0,0.0
5,3,0,0.0,0.0,0.05,0,0.0
2,4,0,0.0,0.0,0.05,0,0.0
5,6,0,0.0,0.0,0.05,0,0.0
13,2,0,0.0,0.0,0.3,0,0.0
11,0,0,0.0,0.0,0.3,0,0.0
4,5,0,0.0,0.0,0.05,1,0.0
20,1,1,23.83,40.0,0.6,0,90.9
17,0,0,0.0,0.0,0.3,0,0.0
21,3,1,19.32,19.5,0.6,0,355.3
7,2,1,15.89,107.6,0.2,0,200.5
15,6,0,0.0,0.0,0.3,0,0.0
16,5,0,0.0,0.0,0.3,0,0.0
13,5,0,0.0,0.0,0.3,0,0.0
20,6,0,0.0,0.0,0.5,1,0.0
14,0,0,0.0,0.0,0.3,0,0.0
20,6,0,0.0,0.0,0.5,1,0.0
19,0,0,0.0,0.0,0.5,1,0.0
2,2,0,0.0,0.0,0.05,0,0.0
14,3,0,0.0,0.0,0.3,1,0.0
7,2,1,21.72,21.5,0.2,0,221.0
0,1,0,0.0,0.0,0.05,0,0.0
22,5,0,0.0,0.0,0.2,0,0.0
12,2,0,0.0,0.0,0.3,0,0.0
2,2,0,0.0,0.0,0.05,1,0.0
18,1,1,13.54,121.8,0.6,0,333.5
23,5,0,0.0,0.0,0.2,0,0.0
4,2,0,0.0,0.0,0.05,0,0.0
16,2,1,7.76,27.4,0.3,0,665.0
2,5,0,0.0,0.0,0.05,0,0.0
0,1,0,0.0,0.0,0.05,0,0.0
11,1,0,0.0,0.0,0.3,1,0.0
8,6,1,18.32,40.7,0.55,0,523.1
1,2,0,0.0,0.0,0.05,0,0.0
9,0,0,0.0,0.0,0.55,0,0.0
9,2,0,0.0,0.0,0.65,0,0.0
15,0,1,9.17,10.7,0.3,0,740.0
11,6,1,9.79,16.0,0.3,1,1080.9
2,1,0,0.0,0.0,0.05,0,0.0
19,5,1,17.28,29.9,0.6,0,586.0
13,0,1,16.52,5.6,0.3,1,261.0
11,6,1,16.27,39.2,0.3,0,786.5
9,0,0,0.0,0.0,0.55,1,0.0
10,4,1,20.31,4.7,0.65,1,357.4
12,5,1,17.69,3.1,0.3,1,431.5
7,6,0,0.0,0.0,0.2,0,0.0
8,6,0,0.0,0.0,0.55,1,0.0
14,1,1,24.32,2.4,0.3,1,266.9
4,6,0,0.0,0.0,0.05,0,0.0
9,5,0,0.0,0.0,0.65,1,0.0
21,5,0,0.0,0.0,0.6,0,0.0
14,0,1,9.92,10.6,0.3,0,1092.4
13,6,1,6.0,38.7,0.3,0,470.7
20,2,1,23.35,51.2,0.6,1,538.9
19,5,1,10.27,48.1,0.6,0,121.8
13,4,1,20.13,12.3,0.3,0,418.0
15,3,0,0.0,0.0,0.3,0,0.0
16,6,1,21.38,5.0,0.3,0,257.0
13,4,1,17.27,22.6,0.3,1,558.3
12,1,0,0.0,0.0,0.3,1,0.0
23,6,0,0.0,0.0,0.2,0,0.0
12,1,0,0.0,0.0,0.3,0,0.0
18,6,0,0.0,0.0,0.5,0,0.0
2,5,0,0.0,0.0,0.05,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
10,5,1,14.67,80.5,0.65,1,373.9
11,3,0,0.0,0.0,0.3,0,0.0
9,1,1,15.42,35.7,0.65,0,706.8
9,2,1,16.81,53.7,0.65,0,291.0
4,5,0,0.0,0.0,0.05,0,0.0
0,3,0,0.0,0.0,0.05,0,0.0
12,2,0,0.0,0.0,0.3,0,0.0
11,6,0,0.0,0.0,0.3,0,0.0
8,0,1,17.8,43.9,0.55,0,498.1
1,4,0,0.0,0.0,0.05,0,0.0
9,5,1,8.52,52.8,0.65,1,1200.2
13,2,0,0.0,0.0,0.3,1,0.0
2,2,1,14.51,81.1,0.05,0,97.2
9,1,1,13.97,1.8,0.65,0,452.6
15,5,0,0.0,0.0,0.3,1,0.0
14,1,0,0.0,0.0,0.3,0,0.0
6,5,0,0.0,0.0,0.2,0,0.0
14,6,0,0.0,0.0,0.3,1,0.0
22,5,1,14.13,4.4,0.2,0,367.7
20,4,1,13.73,9.7,0.6,0,1015.7
22,5,0,0.0,0.0,0.2,1,0.0
4,4,0,0.0,0.0,0.05,0,0.0
13,3,1,13.57,38.2,0.3,0,166.9
3,1,0,0.0,0.0,0.05,0,0.0
4,5,1,17.82,22.4,0.05,0,171.8
21,4,1,19.45,18.5,0.6,0,547.7
8,3,1,17.36,2.1,0.65,1,399.3
3,4,0,0.0,0.0,0.05,1,0.0
8,1,1,20.96,5.6,0.65,0,317.2
18,6,1,13.19,43.5,0.5,0,553.8
23,0,0,0.0,0.0,0.2,0,0.0
6,4,0,0.0,0.0,0.2,0,0.0
10,6,1,15.22,41.6,0.55,0,518.8
0,6,0,0.0,0.0,0.05,0,0.0
1,1,0,0.0,0.0,0.05,0,0.0
10,1,1,9.35,84.4,0.65,0,845.4
21,1,0,0.0,0.0,0.6,1,0.0
21,5,1,18.73,7.0,0.6,0,404.6
8,5,1,15.78,2.8,0.65,1,663.3
17,2,1,9.62,240.0,0.3,0,453.9
8,1,1,22.77,13.5,0.65,1,490.5
3,5,0,0.0,0.0,0.05,0,0.0
13,1,1,16.05,99.5,0.3,0,294.4
4,1,0,0.0,0.0,0.05,0,0.0
11,5,1,27.47,56.4,0.3,0,270.6
3,0,0,0.0,0.0,0.05,0,0.0
19,1,1,12.79,13.2,0.6,1,439.9
5,3,0,0.0,0.0,0.05,0,0.0
13,4,1,14.5,6.5,0.3,0,492.5
11,1,1,11.96,101.1,0.3,1,492.8
2,0,0,0.0,0.0,0.05,0,0.0
22,4,0,0.0,0.0,0.2,0,0.0
8,4,1,11.75,35.8,0.65,0,427.8
7,6,0,0.0,0.0,0.2,1,0.0
10,6,0,0.0,0.0,0.55,1,0.0
21,1,1,14.96,99.9,0.6,1,229.3
19,5,1,8.01,53.4,0.6,0,1243.3
11,3,0,0.0,0.0,0.3,1,0.0
6,3,0,0.0,0.0,0.2,0,0.0
12,2,1,24.34,1.2,0.3,1,371.3
7,3,0,0.0,0.0,0.2,0,0.0
18,1,1,11.94,14.6,0.6,0,455.8
18,3,1,17.52,3.1,0.6,0,641.1
5,5,0,0.0,0.0,0.05,0,0.0
0,2,0,0.0,0.0,0.05,0,0.0
21,6,1,15.28,46.1,0.5,0,275.0
5,5,0,0.0,0.0,0.05,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
12,0,0,0.0,0.0,0.3,1,0.0
19,5,1,12.09,120.1,0.6,1,177.2
22,1,0,0.0,0.0,0.2,0,0.0
21,4,1,10.2,31.7,0.6,0,970.5
2,5,0,0.0,0.0,0.05,0,0.0
14,5,0,0.0,0.0,0.3,0,0.0
9,2,1,16.69,26.3,0.65,1,312.4
9,1,1,18.04,33.5,0.65,1,707.4
0,3,0,0.0,0.0,0.05,0,0.0
16,3,1,19.98,2.7,0.3,1,407.1
23,2,0,0.0,0.0,0.2,0,0.0
10,2,1,17.02,7.2,0.65,1,389.3
14,2,0,0.0,0.0,0.3,0,0.0
16,6,0,0.0,0.0,0.3,0,0.0
6,0,0,0.0,0.0,0.2,1,0.0
10,1,1,16.78,79.4,0.65,1,94.7
22,1,1,15.6,57.6,0.2,0,670.4
17,6,0,0.0,0.0,0.3,1,0.0
9,0,1,19.36,69.4,0.55,1,313.8
10,5,1,14.58,42.4,0.65,1,747.4
6,2,0,0.0,0.0,0.2,0,0.0
0,3,1,8.9,77.3,0.05,0,220.9
1,3,0,0.0,0.0,0.05,0,0.0
22,0,1,20.26,12.8,0.2,0,209.6
18,6,1,18.0,1.0,0.5,0,148.8
9,2,1,18.25,3.8,0.65,1,516.0
9,3,1,14.62,41.0,0.65,1,514.4
3,2,0,0.0,0.0,0.05,0,0.0
22,4,0,0.0,0.0,0.2,1,0.0
13,4,1,18.3,112.3,0.3,1,130.0
23,0,0,0.0,0.0,0.2,1,0.0
10,5,1,19.14,27.0,0.65,1,75.4
5,6,0,0.0,0.0,0.05,1,0.0
12,2,0,0.0,0.0,0.3,1,0.0
18,2,0,0.0,0.0,0.6,1,0.0
19,3,1,20.47,8.8,0.6,0,651.8
5,6,0,0.0,0.0,0.05,0,0.0
19,5,1,14.69,10.5,0.6,1,518.6
14,0,0,0.0,0.0,0.3,0,0.0
6,4,0,0.0,0.0,0.2,0,0.0
12,3,0,0.0,0.0,0.3,0,0.0
10,6,1,12.99,0.8,0.55,1,953.1
0,2,0,0.0,0.0,0.05,0,0.0
16,4,0,0.0,0.0,0.3,1,0.0
2,5,0,0.0,0.0,0.05,0,0.0
21,5,1,13.67,50.6,0.6,0,682.6
22,5,0,0.0,0.0,0.2,0,0.0
14,0,0,0.0,0.0,0.3,1,0.0
12,3,1,11.3,61.0,0.3,0,956.5
15,3,0,0.0,0.0,0.3,1,0.0
20,4,1,15.32,9.8,0.6,0,291.4
16,3,0,0.0,0.0,0.3,1,0.0
17,0,0,0.0,0.0,0.3,1,0.0
5,5,1,11.75,39.6,0.05,0,268.7
0,2,0,0.0,0.0,0.05,0,0.0
23,4,0,0.0,0.0,0.2,0,0.0
12,0,0,0.0,0.0,0.3,0,0.0
15,1,0,0.0,0.0,0.3,0,0.0
15,5,0,0.0,0.0,0.3,0,0.0
18,0,1,18.09,10.0,0.5,0,510.8
5,0,0,0.0,0.0,0.05,0,0.0
9,1,1,8.66,10.8,0.65,0,688.0
14,3,0,0.0,0.0,0.3,0,0.0
8,1,0,0.0,0.0,0.65,1,0.0
2,0,0,0.0,0.0,0.05,0,0.0
19,6,0,0.0,0.0,0.5,0,0.0
12,3,0,0.0,0.0,0.3,0,0.0
8,2,1,12.7,11.8,0.65,1,161.9
3,4,0,0.0,0.0,0.05,0,0.0
23,0,0,0.0,0.0,0.2,0,0.0
23,3,1,13.12,168.9,0.2,0,371.7
18,4,0,0.0,0.0,0.6,1,0.0
17,3,0,0.0,0.0,0.3,1,0.0
1,0,0,0.0,0.0,0.05,0,0.0
9,6,1,21.16,16.8,0.55,1,439.5
18,5,1,19.06,68.8,0.6,0,141.1
22,2,0,0.0,0.0,0.2,1,0.0
5,3,0,0.0,0.0,0.05,0,0.0
15,6,1,14.56,75.3,0.3,0,426.7
12,6,0,0.0,0.0,0.3,0,0.0
5,1,0,0.0,0.0,0.05,0,0.0
22,0,0,0.0,0.0,0.2,1,0.0
18,5,1,26.02,73.0,0.6,1,67.3
15,4,0,0.0,0.0,0.3,1,0.0
7,2,0,0.0,0.0,0.2,0,0.0
6,0,0,0.0,0.0,0.2,0,0.0
7,5,0,0.0,0.0,0.2,0,0.0
21,4,1,14.6,56.9,0.6,0,275.3
9,4,1,20.2,23.1,0.65,0,367.5
2,4,0,0.0,0.0,0.05,0,0.0
14,5,0,0.0,0.0,0.3,0,0.0
15,4,0,0.0,0.0,0.3,1,0.0
23,3,1,20.26,23.6,0.2,0,187.1
14,4,1,21.81,67.2,0.3,0,301.7
12,0,1,14.52,13.3,0.3,0,570.7
5,5,0,0.0,0.0,0.05,0,0.0
16,4,0,0.0,0.0,0.3,0,0.0
19,4,1,14.54,76.6,0.6,0,152.7
16,2,0,0.0,0.0,0.3,1,0.0
1,3,0,0.0,0.0,0.05,0,0.0
5,0,0,0.0,0.0,0.05,0,0.0
19,2,1,13.14,10.3,0.6,0,583.8
0,1,0,0.0,0.0,0.05,0,0.0
0,3,0,0.0,0.0,0.05,0,0.0
10,2,1,18.09,57.1,0.65,1,534.6
1,6,0,0.0,0.0,0.05,0,0.0
16,4,1,19.84,27.1,0.3,0,134.1
22,5,1,18.27,67.7,0.2,0,439.3
17,1,0,0.0,0.0,0.3,1,0.0
0,3,0,0.0,0.0,0.05,0,0.0
10,4,1,10.32,19.1,0.65,1,1395.5
19,2,1,13.93,16.6,0.6,1,833.5
21,6,1,17.54,11.4,0.5,0,463.3
8,1,1,15.8,138.0,0.65,0,745.9
5,5,0,0.0,0.0,0.05,0,0.0
23,5,0,0.0,0.0,0.2,0,0.0
11,1,0,0.0,0.0,0.3,1,0.0
19,4,1,18.34,3.6,0.6,0,184.8
7,1,0,0.0,0.0,0.2,0,0.0
9,2,1,14.35,73.1,0.65,1,44.4
14,1,0,0.0,0.0,0.3,0,0.0
13,6,0,0.0,0.0,0.3,0,0.0
17,4,0,0.0,0.0,0.3,0,0.0
21,0,0,0.0,0.0,0.5,1,0.0
20,1,1,14.47,21.3,0.6,0,340.6
4,4,0,0.0,0.0,0.05,0,0.0
15,6,0,0.0,0.0,0.3,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
0,0,0,0.0,0.0,0.05,0,0.0
17,2,1,15.51,18.3,0.3,0,548.8
6,1,0,0.0,0.0,0.2,0,0.0
16,0,1,20.73,12.2,0.3,0,274.7
16,5,0,0.0,0.0,0.3,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
22,3,1,22.7,52.7,0.2,0,333.7
15,2,1,16.86,10.2,0.3,0,251.5
23,0,0,0.0,0.0,0.2,1,0.0
17,5,1,10.28,60.9,0.3,0,742.6
9,4,0,0.0,0.0,0.65,1,0.0
19,4,1,26.71,10.1,0.6,0,148.0
8,4,1,16.26,28.2,0.65,1,710.5
13,3,0,0.0,0.0,0.3,0,0.0
2,1,0,0.0,0.0,0.05,0,0.0
11,0,0,0.0,0.0,0.3,1,0.0
2,2,0,0.0,0.0,0.05,0,0.0
7,3,0,0.0,0.0,0.2,0,0.0
13,5,0,0.0,0.0,0.3,1,0.0
21,5,1,21.37,0.9,0.6,1,651.3
15,3,1,8.75,62.3,0.3,0,693.6
0,1,1,6.54,21.5,0.05,0,1620.9
16,3,0,0.0,0.0,0.3,0,0.0
13,5,0,0.0,0.0,0.3,1,0.0
15,3,1,18.85,1.0,0.3,0,295.3
15,3,0,0.0,0.0,0.3,0,0.0
13,2,0,0.0,0.0,0.3,0,0.0
3,5,0,0.0,0.0,0.05,0,0.0
13,5,0,0.0,0.0,0.3,1,0.0
17,3,0,0.0,0.0,0.3,0,0.0
20,2,1,17.83,36.5,0.6,0,197.4
4,2,0,0.0,0.0,0.05,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
2,4,0,0.0,0.0,0.05,0,0.0
7,4,0,0.0,0.0,0.2,0,0.0
9,4,1,14.47,137.7,0.65,0,206.7
13,1,1,17.24,58.3,0.3,0,710.1
12,1,0,0.0,0.0,0.3,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
16,1,0,0.0,0.0,0.3,1,0.0
18,2,1,8.44,41.5,0.6,1,804.2
20,3,1,15.49,73.6,0.6,0,571.5
17,4,0,0.0,0.0,0.3,1,0.0
6,3,0,0.0,0.0,0.2,0,0.0
0,1,0,0.0,0.0,0.05,1,0.0
11,5,1,12.7,114.0,0.3,0,496.5
5,2,0,0.0,0.0,0.05,0,0.0
23,5,0,0.0,0.0,0.2,1,0.0
23,0,0,0.0,0.0,0.2,1,0.0
19,3,1,12.06,9.8,0.6,1,570.5
7,5,0,0.0,0.0,0.2,0,0.0
6,0,0,0.0,0.0,0.2,0,0.0
0,4,1,16.79,26.8,0.05,0,349.2
23,4,0,0.0,0.0,0.2,1,0.0
22,3,0,0.0,0.0,0.2,0,0.0
3,0,0,0.0,0.0,0.05,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
18,1,0,0.0,0.0,0.6,1,0.0
0,3,0,0.0,0.0,0.05,1,0.0
7,1,0,0.0,0.0,0.2,0,0.0
21,4,1,17.05,11.2,0.6,1,393.4
17,4,0,0.0,0.0,0.3,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
15,6,0,0.0,0.0,0.3,0,0.0
14,4,0,0.0,0.0,0.3,1,0.0
19,4,1,14.34,17.1,0.6,0,314.5
2,6,0,0.0,0.0,0.05,0,0.0
5,0,0,0.0,0.0,0.05,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
12,0,0,0.0,0.0,0.3,1,0.0
22,2,1,14.55,66.0,0.2,1,288.9
4,0,0,0.0,0.0,0.05,0,0.0
21,3,1,16.2,79.6,0.6,1,567.6
6,1,0,0.0,0.0,0.2,0,0.0
10,1,1,18.68,44.6,0.65,1,605.8
14,5,1,16.81,22.9,0.3,0,540.2
3,6,0,0.0,0.0,0.05,0,0.0
22,3,1,17.82,44.6,0.2,0,276.6
22,1,0,0.0,0.0,0.2,0,0.0
8,6,1,18.65,61.0,0.55,1,281.9
0,6,0,0.0,0.0,0.05,0,0.0
23,2,0,0.0,0.0,0.2,0,0.0
16,5,0,0.0,0.0,0.3,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
1,0,0,0.0,0.0,0.05,0,0.0
14,6,0,0.0,0.0,0.3,1,0.0
10,1,0,0.0,0.0,0.65,1,0.0
15,0,0,0.0,0.0,0.3,0,0.0
3,5,0,0.0,0.0,0.05,0,0.0
21,0,1,16.34,89.4,0.5,0,463.2
22,5,0,0.0,0.0,0.2,1,0.0
15,4,0,0.0,0.0,0.3,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
13,5,0,0.0,0.0,0.3,0,0.0
18,4,1,13.01,0.4,0.6,0,1059.3
4,6,0,0.0,0.0,0.05,0,0.0
12,6,0,0.0,0.0,0.3,0,0.0
5,2,0,0.0,0.0,0.05,1,0.0
7,0,0,0.0,0.0,0.2,0,0.0
20,5,1,15.61,1.0,0.6,0,189.7
10,6,1,11.57,37.1,0.55,0,578.8
10,0,0,0.0,0.0,0.55,1,0.0
5,0,0,0.0,0.0,0.05,0,0.0
20,3,0,0.0,0.0,0.6,0,0.0
22,3,0,0.0,0.0,0.2,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
18,0,0,0.0,0.0,0.5,1,0.0
20,2,1,9.18,7.6,0.6,0,545.1
23,6,0,0.0,0.0,0.2,0,0.0
20,4,1,16.3,71.1,0.6,0,378.9
6,5,1,23.43,145.7,0.2,0,44.7
17,4,0,0.0,0.0,0.3,1,0.0
6,3,1,14.07,2.6,0.2,0,745.3
23,4,1,17.11,35.3,0.2,0,269.4
23,2,1,16.03,21.8,0.2,0,330.8
23,3,0,0.0,0.0,0.2,0,0.0
18,4,0,0.0,0.0,0.6,1,0.0
16,4,0,0.0,0.0,0.3,1,0.0
